"","WK_ID","WASSERKÖRPER","ORT","MESSSTELLE","JAHR","PARAMETER","BESCHREIBUNG","METHODE","KOMPONENTE","EINHEIT","X_WERT","Y_WERT","WERT","EXPERTENURTEIL","KOMMENTAR","EU_CD_LW"
"2279","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2009","TP_Saison",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","200,67",NA,NA,"DELW_DEBB80001585119"
"2280","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2014","TP_MW","Mittelwert TP in mg/l (Messergb.)","LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","110,25",NA,NA,"DELW_DEBB80001585119"
"2281","80001585119","Templiner See bei Potsdam",NA,"2782","2023","Makrophytenverödung","Makrophytenverödung","PHYLIB 5.3","Makrophyten",NA,"363992","5802773","false",NA,NA,"DELW_DEBB80001585119"
"2282","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2020","MST Chloro-Bewertung","Bewertung Chloro für Messstelle und Jahr","PhytoSee 7.1 (2020)","Phytoplankton",NA,"362862,484252","5801820,18745","3,59",NA,NA,"DELW_DEBB80001585119"
"2283","80001585119","Templiner See bei Potsdam",NA,"S_0303","2001","Sichttiefe_Jahesmittel","Sichttiefe_Jahesmittel in m","nicht bekannt","Chemie (See und FG)",NA,NA,NA,"0,8471",NA,NA,"DELW_DEBB80001585119"
"2284","80001585119","Templiner See bei Potsdam",NA,"2782","2014","Teilbewertung Diatomeen, vorläufig/FGW - Ergebnis ohne Salzbelastung & See - vorläufige Bewertung","See, FGW; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; Seen - TI-Anteil, RAQ-Arten und TI-Anzahl wird berücksichtigt","PHYLIB 5.3","Diatomeen",NA,"363992","5802773","2",NA,NA,"DELW_DEBB80001585119"
"2285","80001585119","Templiner See bei Potsdam",NA,"2784","2014","aerophileArten%","See; Fließgew, sauerstoffliebende Arten in Prozent nach Schaumburg","PHYLIB 5.3","Diatomeen",NA,"365190","5803780","0",NA,NA,"DELW_DEBB80001585119"
"2286","80001585119","Templiner See bei Potsdam",NA,"2784","2014","vorlaeufigeBewertung","See; Fließgew; vorläufige Bewertung der Messstelle, (FGW - Halobienindex und Versauerung wird nicht berücksichtigt; Seen - TI-Anteil, RAQ-Arten und TI-Anzahl wird nicht berücksichtigt)","PHYLIB 5.3","Diatomeen",NA,"365190","5803780","3",NA,NA,"DELW_DEBB80001585119"
"2287","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2009","TP_Frühjahr_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","5",NA,NA,"DELW_DEBB80001585119"
"2288","80001585119","Templiner See bei Potsdam",NA,"2782","2023","RAQ gesichert","RAQ gesichert","PHYLIB 5.3","Makrophyten",NA,"363992","5802773","0",NA,NA,"DELW_DEBB80001585119"
"2289","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2014","MST Biomasse_Metrik","Metrik Biomasse  für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"362862,484252","5801820,18745","1,12",NA,NA,"DELW_DEBB80001585119"
"2290","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2020","MST TypPTSI_Ref","PTSI-Referenz für den Typ","PhytoSee 7.1 (2020)","Phytoplankton",NA,"362862,484252","5801820,18745","2,5",NA,NA,"DELW_DEBB80001585119"
"2291","80001585119","Templiner See bei Potsdam",NA,"2784","2023","Diatomeentyp","Diatomeentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"365190","5803780","DS 12",NA,NA,"DELW_DEBB80001585119"
"2292","80001585119","Templiner See bei Potsdam",NA,"2782","2017","I_UMG","Index aus der unteren Makrophytengrenze, Teilindex des MIB","MIB 2004","Makrophyten",NA,"363992","5802773","0-1,5",NA,NA,"DELW_DEBB80001585119"
"2293","80001585119","Templiner See bei Potsdam",NA,"2788","2014","Diatomeentyp","Diatomeentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"367324","5806098","DS 12",NA,NA,"DELW_DEBB80001585119"
"2294","80001585119","Templiner See bei Potsdam",NA,"2788","2014","M_RAQ","See; Modul Referenzartenquotien","PHYLIB 5.3","Diatomeen",NA,"367324","5806098","0-,81",NA,NA,"DELW_DEBB80001585119"
"2295","80001585119","Templiner See bei Potsdam",NA,"S_0303","1997","Chl_MW","Jahresmittelwert Chl-a in µg/l","nicht bekannt","Chemie (See und FG)",NA,NA,NA,"82,87",NA,NA,"DELW_DEBB80001585119"
"2296","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2020","MST Typ_Nr","PP-Subtyp der bewerteten MST im Jahr der Untersuchung","PhytoSee 7.1 (2020)","Phytoplankton",NA,"362862,484252","5801820,18745","PP 12",NA,NA,"DELW_DEBB80001585119"
"2297","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2017","MST IST_PTSI_WERT","Phytoplankton-Taxa-Seen-Index Ist-Wert im Jahresmittel für die Messstelle","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"362862,484252","5801820,18745","3,95",NA,NA,"DELW_DEBB80001585119"
"2298","80001585119","Templiner See bei Potsdam",NA,"2785","2023","RAQ gesichert","RAQ gesichert","PHYLIB 5.3","Makrophyten",NA,"365810","5803844","0",NA,NA,"DELW_DEBB80001585119"
"2299","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2023","MST G_Algenklasse",NA,"PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"362862,484252","5801820,18745","3",NA,NA,"DELW_DEBB80001585119"
"2300","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2017","MST Algenklassen_Metrik","Bewertung anhand des Mittelwertergebnisses aller Einzel-Klassenmetriks je Seentyp unter der Regel: Wenn Bewertungswert <0,5 dann gleich Wert 0,5 oder wenn Bewertungswert >5,5 dann gleich Wert 5,5","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"362862,484252","5801820,18745","1,89",NA,NA,"DELW_DEBB80001585119"
"2301","80001585119","Templiner See bei Potsdam",NA,"2782","2014","Teilbewertung Diatomeen/Zustands-/Potentialklasse FGW und Seen","FGW, See; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; (bei FGW-Halobienindex und Versauerung wird berücksichtigt)","PHYLIB 5.3","Diatomeen",NA,"363992","5802773","2",NA,NA,"DELW_DEBB80001585119"
"2302","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2023","MST Gesamtbiovolumen in mm3/l","Gesamtbiovolumen Saison (mm3/l) im Mittel Mittel März - November","PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"362862,484252","5801820,18745","2,02",NA,NA,"DELW_DEBB80001585119"
"2303","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2023","MST PTSI H/G","H/G PTSI vom Typ","PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"362862,484252","5801820,18745","3",NA,NA,"DELW_DEBB80001585119"
"2304","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2009","TNb_Sommer","Stickstoffkonz. im Sommer","LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","2,83",NA,NA,"DELW_DEBB80001585119"
"2305","80001585119","Templiner See bei Potsdam",NA,"S_0303","1996","Sichttiefe_Jahesmittel","Sichttiefe_Jahesmittel in m","nicht bekannt","Chemie (See und FG)",NA,NA,NA,"1,21",NA,NA,"DELW_DEBB80001585119"
"2306","80001585119","Templiner See bei Potsdam",NA,"2788","2023","Makrophytentyp","Makrophytentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"367324","5806098","TKp - 12",NA,NA,"DELW_DEBB80001585119"
"2307","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2014","Sichttiefe_Saison_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","7",NA,NA,"DELW_DEBB80001585119"
"2308","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2006","TI_akt","LAWA-Trophieindex","LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","4,27",NA,NA,"DELW_DEBB80001585119"
"2309","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2014","MST Chloro-Bewertung","Bewertung Chloro für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"362862,484252","5801820,18745","0,6502",NA,NA,"DELW_DEBB80001585119"
"2310","80001585119","Templiner See bei Potsdam",NA,"2783","2009","Teilbewertung Diatomeen, vorläufig/FGW - Ergebnis ohne Salzbelastung & See - vorläufige Bewertung","See, FGW; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; Seen - TI-Anteil, RAQ-Arten und TI-Anzahl wird berücksichtigt","PHYLIB 4.1","Diatomeen",NA,"365183","5802604","3",NA,NA,"DELW_DEBB80001585119"
"2311","80001585119","Templiner See bei Potsdam",NA,"2782","2023","Makrophytentyp","Makrophytentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"363992","5802773","TKp - 12",NA,NA,"DELW_DEBB80001585119"
"2312","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2009","ST_Saison",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","1,03",NA,NA,"DELW_DEBB80001585119"
"2313","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2023","MST TypPTSI_Ref","PTSI-Referenz für den Typ","PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"362862,484252","5801820,18745","2,5",NA,NA,"DELW_DEBB80001585119"
"2314","80001585119","Templiner See bei Potsdam",NA,"2788","2023","Teilbewertung Makrophyten","Bewertung der Messstelle (1 bis 5 möglich), bei leeren Feld ist das Ergebnis ungesichert","PHYLIB 5.3","Makrophyten",NA,"367324","5806098","4",NA,NA,"DELW_DEBB80001585119"
"2315","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2020","Chl_Saison_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","10",NA,NA,"DELW_DEBB80001585119"
"2316","80001585119","Templiner See bei Potsdam",NA,"2786","2014","Teilbewertung Diatomeen/Zustands-/Potentialklasse FGW und Seen","FGW, See; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; (bei FGW-Halobienindex und Versauerung wird berücksichtigt)","PHYLIB 5.3","Diatomeen",NA,"366360","5804440","2",NA,NA,"DELW_DEBB80001585119"
"2317","80001585119","Templiner See bei Potsdam",NA,"2782","2014","M_RAQ","See; Modul Referenzartenquotien","PHYLIB 5.3","Diatomeen",NA,"363992","5802773","0-,38",NA,NA,"DELW_DEBB80001585119"
"2318","80001585119","Templiner See bei Potsdam",NA,"2787","2023","Gesamthäufigkeit (prozent) D","Gesamthäufigkeit [%] D","PHYLIB 5.3","Makrophyten",NA,"365747","5804984","0",NA,NA,"DELW_DEBB80001585119"
"2319","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2014","TP_Frühjahr",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","86",NA,NA,"DELW_DEBB80001585119"
"2320","80001585119","Templiner See bei Potsdam",NA,"2784","2023","Vegetationsgrenze plausibel","Vegetationsgrenze plausibel","PHYLIB 5.3","Makrophyten",NA,"365190","5803780","true",NA,NA,"DELW_DEBB80001585119"
"2321","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2020","MST G_Algenklasse",NA,"PhytoSee 7.1 (2020)","Phytoplankton",NA,"362862,484252","5801820,18745","3",NA,NA,"DELW_DEBB80001585119"
"2322","80001585119","Templiner See bei Potsdam",NA,"2788","2014","vorlaeufigeBewertung","See; Fließgew; vorläufige Bewertung der Messstelle, (FGW - Halobienindex und Versauerung wird nicht berücksichtigt; Seen - TI-Anteil, RAQ-Arten und TI-Anzahl wird nicht berücksichtigt)","PHYLIB 5.3","Diatomeen",NA,"367324","5806098","4",NA,NA,"DELW_DEBB80001585119"
"2323","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2023","TI_akt","LAWA-Trophieindex","LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","3,17",NA,NA,"DELW_DEBB80001585119"
"2324","80001585119","Templiner See bei Potsdam",NA,"2782","2023","Vegetationsgrenze plausibel","Vegetationsgrenze plausibel","PHYLIB 5.3","Makrophyten",NA,"363992","5802773","true",NA,NA,"DELW_DEBB80001585119"
"2325","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2023","MST N_Tage",NA,"PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"362862,484252","5801820,18745","6",NA,NA,"DELW_DEBB80001585119"
"2326","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2020","MST Schichtungsverhalten",NA,"PhytoSee 7.1 (2020)","Phytoplankton",NA,"362862,484252","5801820,18745","ungeschichtet",NA,NA,"DELW_DEBB80001585119"
"2327","80001585119","Templiner See bei Potsdam",NA,"2781","2023","WRRL-Fließgewässertyp","WRRL-Fließgewässertyp und -Seetyp verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"362774","5802625","12",NA,NA,"DELW_DEBB80001585119"
"2328","80001585119","Templiner See bei Potsdam",NA,"2781","2023","M-sicher","M-sicher","PHYLIB 5.3","Makrophyten",NA,"362774","5802625","true",NA,NA,"DELW_DEBB80001585119"
"2329","80001585119","Templiner See bei Potsdam",NA,"2787","2023","RAQ gesichert","RAQ gesichert","PHYLIB 5.3","Makrophyten",NA,"365747","5804984","0",NA,NA,"DELW_DEBB80001585119"
"2330","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2020","MST G_PTSI",NA,"PhytoSee 7.1 (2020)","Phytoplankton",NA,"362862,484252","5801820,18745","2",NA,NA,"DELW_DEBB80001585119"
"2331","80001585119","Templiner See bei Potsdam",NA,"2787","2014","Teilbewertung Diatomeen/Zustands-/Potentialklasse FGW und Seen","FGW, See; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; (bei FGW-Halobienindex und Versauerung wird berücksichtigt)","PHYLIB 5.3","Diatomeen",NA,"365747","5804984","4",NA,NA,"DELW_DEBB80001585119"
"2332","80001585119","Templiner See bei Potsdam",NA,"2785","2023","M-sicher","M-sicher","PHYLIB 5.3","Makrophyten",NA,"365810","5803844","true",NA,NA,"DELW_DEBB80001585119"
"2333","80001585119","Templiner See bei Potsdam",NA,"2782","2023","Gesamthäufigkeit (prozent) D","Gesamthäufigkeit [%] D","PHYLIB 5.3","Makrophyten",NA,"363992","5802773","0",NA,NA,"DELW_DEBB80001585119"
"2334","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2023","MST MaxvonMonat",NA,"PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"362862,484252","5801820,18745","10",NA,NA,"DELW_DEBB80001585119"
"2335","80001585119","Templiner See bei Potsdam",NA,"2788","2014","Teilbewertung Diatomeen, vorläufig/FGW - Ergebnis ohne Salzbelastung & See - vorläufige Bewertung","See, FGW; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; Seen - TI-Anteil, RAQ-Arten und TI-Anzahl wird berücksichtigt","PHYLIB 5.3","Diatomeen",NA,"367324","5806098","4",NA,NA,"DELW_DEBB80001585119"
"2336","80001585119","Templiner See bei Potsdam",NA,"2787","2014","M_RAQ","See; Modul Referenzartenquotien","PHYLIB 5.3","Diatomeen",NA,"365747","5804984","0-,7",NA,NA,"DELW_DEBB80001585119"
"2337","80001585119","Templiner See bei Potsdam",NA,"2782","2014","M_TILNord / Trophieindex (umger.)","See; Modul Trophie-Index (Wert zwischen 0 und 1)","PHYLIB 5.3","Diatomeen",NA,"363992","5802773","0,816",NA,NA,"DELW_DEBB80001585119"
"2338","80001585119","Templiner See bei Potsdam",NA,"2781","2017","I_Arten","Artindex, Teilindex des MIB","MIB 2004","Makrophyten",NA,"362774","5802625","0-,97",NA,NA,"DELW_DEBB80001585119"
"2339","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2009","TP_MW","Mittelwert TP in mg/l (Messergb.)","LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","185,33",NA,NA,"DELW_DEBB80001585119"
"2340","80001585119","Templiner See bei Potsdam",NA,"2785","2023","Vegetationsgrenze","Vegetationsgrenze","PHYLIB 5.3","Makrophyten",NA,"365810","5803844","2,1",NA,NA,"DELW_DEBB80001585119"
"2341","80001585119","Templiner See bei Potsdam",NA,"2788","2023","M-sicher","M-sicher","PHYLIB 5.3","Makrophyten",NA,"367324","5806098","false",NA,NA,"DELW_DEBB80001585119"
"2342","80001585119","Templiner See bei Potsdam",NA,"2788","2023","Bew. Makrophyten (dezimal)","Bew. Makrophyten (dezimal)","PHYLIB 5.3","Makrophyten",NA,"367324","5806098","3,83",NA,NA,"DELW_DEBB80001585119"
"2343","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2023","MST PTSI_Bew","PTSI-Bewertung für Messstelle und Jahr","PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"362862,484252","5801820,18745","2,38",NA,NA,"DELW_DEBB80001585119"
"2344","80001585119","Templiner See bei Potsdam",NA,"2787","2023","Teilbewertung Makrophyten","Bewertung der Messstelle (1 bis 5 möglich), bei leeren Feld ist das Ergebnis ungesichert","PHYLIB 5.3","Makrophyten",NA,"365747","5804984","4",NA,NA,"DELW_DEBB80001585119"
"2345","80001585119","Templiner See bei Potsdam",NA,"2787","2017","MIB","Makrophytenindex Brandenburg","nicht bekannt","Makrophyten",NA,"365747","5804984","3,17",NA,NA,"DELW_DEBB80001585119"
"2346","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2023","TP_Saison",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","204,5",NA,NA,"DELW_DEBB80001585119"
"2347","80001585119","Templiner See bei Potsdam",NA,"S_0303","1995","Sichttiefe_Jahesmittel","Sichttiefe_Jahesmittel in m","nicht bekannt","Chemie (See und FG)",NA,NA,NA,"1,08",NA,NA,"DELW_DEBB80001585119"
"2348","80001585119","Templiner See bei Potsdam",NA,"2784","2014","M_TILNord / Trophieindex (umger.)","See; Modul Trophie-Index (Wert zwischen 0 und 1)","PHYLIB 5.3","Diatomeen",NA,"365190","5803780","0,664",NA,NA,"DELW_DEBB80001585119"
"2349","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2014","MST PSI Phyto-See-Index","PSI als Zahl für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"362862,484252","5801820,18745","1,52",NA,NA,"DELW_DEBB80001585119"
"2350","80001585119","Templiner See bei Potsdam",NA,"2787","2023","Diatomeentyp","Diatomeentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"365747","5804984","DS 12",NA,NA,"DELW_DEBB80001585119"
"2351","80001585119","Templiner See bei Potsdam",NA,"2783","2023","M-sicher","M-sicher","PHYLIB 5.3","Makrophyten",NA,"365183","5802604","true",NA,NA,"DELW_DEBB80001585119"
"2352","80001585119","Templiner See bei Potsdam",NA,"2782","2014","WRRL-Fließgewässertyp","WRRL-Fließgewässertyp und -Seetyp verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"363992","5802773","12",NA,NA,"DELW_DEBB80001585119"
"2353","80001585119","Templiner See bei Potsdam",NA,"2784","2023","Vegetationsgrenze","Vegetationsgrenze","PHYLIB 5.3","Makrophyten",NA,"365190","5803780","2,3",NA,NA,"DELW_DEBB80001585119"
"2354","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2023","MST Maximum Chla µg/l",NA,"PhytoSee Online 8.0.3 (09.04.2024)","Phytoplankton",NA,"362862,484252","5801820,18745","26",NA,NA,"DELW_DEBB80001585119"
"2355","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2014","MST Diff PTSI-RefTrophie","Differenz zwischen PTSI und Referenztrophiefür Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"362862,484252","5801820,18745","1,1",NA,NA,"DELW_DEBB80001585119"
"2356","80001585119","Templiner See bei Potsdam",NA,"2786","2023","Teilbewertung Makrophyten","Bewertung der Messstelle (1 bis 5 möglich), bei leeren Feld ist das Ergebnis ungesichert","PHYLIB 5.3","Makrophyten",NA,"366360","5804440","4",NA,NA,"DELW_DEBB80001585119"
"2357","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2020","MST Chla µg/l",NA,"PhytoSee 7.1 (2020)","Phytoplankton",NA,"362862,484252","5801820,18745","19,38",NA,NA,"DELW_DEBB80001585119"
"2358","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2017","MST Typ_Nr","PP-Subtyp der bewerteten MST im Jahr der Untersuchung","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"362862,484252","5801820,18745","PP 12",NA,NA,"DELW_DEBB80001585119"
"2359","80001585119","Templiner See bei Potsdam",NA,"2782","2023","WRRL-Fließgewässertyp","WRRL-Fließgewässertyp und -Seetyp verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"363992","5802773","12",NA,NA,"DELW_DEBB80001585119"
"2360","80001585119","Templiner See bei Potsdam",NA,"2787","2017","I_Arten","Artindex, Teilindex des MIB","MIB 2004","Makrophyten",NA,"365747","5804984","0-1,77",NA,NA,"DELW_DEBB80001585119"
"2361","80001585119","Templiner See bei Potsdam",NA,"2782","2023","Bewertung (dezimal)","Bewertung (dezimal)","PHYLIB 5.3","Makrophyten",NA,"363992","5802773","5,49",NA,NA,"DELW_DEBB80001585119"
"2362","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2014","MST Beprobung konform?","Beprobung methodenkonform oder nicht? für Messstelle und Jahr","PhytoSee 7.0 (15.12.2017)","Phytoplankton",NA,"362862,484252","5801820,18745","ok",NA,NA,"DELW_DEBB80001585119"
"2363","80001585119","Templiner See bei Potsdam",NA,"2781","2023","Gesamthäufigkeit (prozent) D","Gesamthäufigkeit [%] D","PHYLIB 5.3","Makrophyten",NA,"362774","5802625","0",NA,NA,"DELW_DEBB80001585119"
"2364","80001585119","Templiner See bei Potsdam",NA,"2784","2014","Diatomeentyp","Diatomeentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Diatomeen",NA,"365190","5803780","DS 12",NA,NA,"DELW_DEBB80001585119"
"2365","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2006","ST_Saison",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","0,7333",NA,NA,"DELW_DEBB80001585119"
"2366","80001585119","Templiner See bei Potsdam",NA,"2781","2023","Teilbewertung Makrophyten","Bewertung der Messstelle (1 bis 5 möglich), bei leeren Feld ist das Ergebnis ungesichert","PHYLIB 5.3","Makrophyten",NA,"362774","5802625","5",NA,NA,"DELW_DEBB80001585119"
"2367","80001585119","Templiner See bei Potsdam",NA,"2781","2014","M_RAQ","See; Modul Referenzartenquotien","PHYLIB 5.3","Diatomeen",NA,"362774","5802625","0-,86",NA,NA,"DELW_DEBB80001585119"
"2368","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2006","Sichttiefe_Saison_Anzahl",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","7",NA,NA,"DELW_DEBB80001585119"
"2369","80001585119","Templiner See bei Potsdam",NA,"2788","2023","Vegetationsgrenze plausibel","Vegetationsgrenze plausibel","PHYLIB 5.3","Makrophyten",NA,"367324","5806098","true",NA,NA,"DELW_DEBB80001585119"
"2370","80001585119","Templiner See bei Potsdam",NA,"2784","2023","Teilbewertung Makrophyten","Bewertung der Messstelle (1 bis 5 möglich), bei leeren Feld ist das Ergebnis ungesichert","PHYLIB 5.3","Makrophyten",NA,"365190","5803780","5",NA,NA,"DELW_DEBB80001585119"
"2371","80001585119","Templiner See bei Potsdam",NA,"2783","2023","Diatomeentyp","Diatomeentyp des Wasserköpers verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"365183","5802604","DS 12",NA,NA,"DELW_DEBB80001585119"
"2372","80001585119","Templiner See bei Potsdam",NA,"2786","2023","WRRL-Fließgewässertyp","WRRL-Fließgewässertyp und -Seetyp verwendet in der Bewertung der Messstelle (siehe Tabelle WAGUET_OWNER_SCHLUESSEL_WERT_TEXT)","PHYLIB 5.3","Makrophyten",NA,"366360","5804440","12",NA,NA,"DELW_DEBB80001585119"
"2373","80001585119","Templiner See bei Potsdam",NA,"2782","2014","TIL_Nord","See; berechneter Trophie-Index Nord","PHYLIB 5.3","Diatomeen",NA,"363992","5802773","2",NA,NA,"DELW_DEBB80001585119"
"2374","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2006","Chl_Saison",NA,"LAWA-TI Gewässerbewertung stehender Gewässer","Chemie (See und FG)",NA,"362862,484252","5801820,18745","67,65",NA,NA,"DELW_DEBB80001585119"
"2375","80001585119","Templiner See bei Potsdam",NA,"80001585119_HM","2020","MST Version-Programm",NA,"PhytoSee 7.1 (2020)","Phytoplankton",NA,"362862,484252","5801820,18745","PhytoSee 7.1 (08.06.2020)",NA,NA,"DELW_DEBB80001585119"
"2376","80001585119","Templiner See bei Potsdam",NA,"2784","2009","Teilbewertung Diatomeen, vorläufig/FGW - Ergebnis ohne Salzbelastung & See - vorläufige Bewertung","See, FGW; Bewertung der Messstelle (1 bis 5 möglich), bei Wert='999' ist das Ergebnis ungesichert; Seen - TI-Anteil, RAQ-Arten und TI-Anzahl wird berücksichtigt","PHYLIB 4.1","Diatomeen",NA,"365190","5803780","3",NA,NA,"DELW_DEBB80001585119"
"2377","80001585119","Templiner See bei Potsdam",NA,"2788","2017","I_UMG","Index aus der unteren Makrophytengrenze, Teilindex des MIB","MIB 2004","Makrophyten",NA,"367324","5806098","0-2,14",NA,NA,"DELW_DEBB80001585119"
